LABEL,PAGE_HTML,LINK
nein,266.txt,https://finanzen.hessen.de/presse/pressemitteilung/zustimmung-fuer-gesetzentwurf-der-bundesregierung-zur-aenderung-der-strafprozessordnung
nein,267.txt,https://finanzen.hessen.de/presse/pressemitteilung/auswertung-der-panama-papers-erfolgreich-abgeschlossen
nein,268.txt,https://finanzen.hessen.de/presse/pressemitteilung/finanzminister-boddenberg-zum-kampf-gegen-steuerkriminalitaet
nein,269.txt,https://finanzen.hessen.de/steuern/reform-der-grundsteuer
nein,270.txt,https://finanzen.hessen.de/steuern/vorteile-fuer-ehegatten-und-eingetragene-lebenspartner
nein,271.txt,https://finanzen.hessen.de/steuern/freibetraege-beruecksichtigen-lassen
nein,272.txt,https://www.hessen.de/fuer-buerger/bauen-wohnen
nein,273.txt,https://wirtschaft.hessen.de/landesentwicklung/bauen-und-wohnen/baurecht
nein,274.txt,https://wirtschaft.hessen.de/verkehr/luftverkehr/laermschutz/foerderrichtlinien-regionalfondsgesetz
nein,275.txt,https://lfd.hessen.de/
nein,276.txt,https://wirtschaft.hessen.de/wirtschaft/technologie/infrastrukturausbau/breitband
nein,277.txt,https://wirtschaft.hessen.de/wohnen/grund-und-boden
nein,278.txt,https://umwelt.hessen.de/landwirtschaft/laendlicher-raum/foerderung-der-laendlichen-entwicklung/dorfentwicklung
nein,279.txt,https://wirtschaft.hessen.de/wohnen/foerderprogramme-wohnungsbau
nein,280.txt,https://www.hessen.de/fuer-buerger/umwelt-natur
nein,281.txt,https://umwelt.hessen.de/umwelt-natur/boden
nein,282.txt,https://umwelt.hessen.de/umwelt-natur/industrieanlagen
nein,283.txt,https://umwelt.hessen.de/umwelt-natur/anlagensicherheit-und-ueberwachung/ueberwachung-von-anlagen-nach-der-industrieemissions
nein,284.txt,https://umwelt.hessen.de/umwelt-natur/anlagensicherheit-ueberwachung/genehmigungs-anzeigeverfahren
nein,285.txt,https://umwelt.hessen.de/umwelt-natur/bergbau-geologie/abbau-von-bodenschaetzen
nein,286.txt,https://umwelt.hessen.de/umwelt-natur/bergbau-geologie/aufgaben-der-bergbaubehoerden
nein,287.txt,https://umwelt.hessen.de/verbraucher/tierschutz
nein,288.txt,https://umwelt.hessen.de/verbraucher/tierschutz/tierschutz-hessen
nein,289.txt,https://umwelt.hessen.de/verbraucher/tierschutz/landestierschutzbeauftragte
nein,290.txt,https://umwelt.hessen.de/verbraucher/tierschutz/beirat
nein,291.txt,https://umwelt.hessen.de/energie-klima/hessische-klimaschutzpolitik
nein,292.txt,https://umwelt.hessen.de/klima-stadt/hessische-klimaschutzpolitik/klimaschutz-beginnt-hier-mit-mir
nein,293.txt,https://umwelt.hessen.de/klima/foerderung
nein,294.txt,https://umwelt.hessen.de/klima-stadt/hessische-klimaschutzpolitik/integrierter-klimaschutzplan-hessen-2025
nein,295.txt,https://umwelt.hessen.de/energie-klima/hessische-klimaschutzpolitik/nachhaltigkeitsprojekte/kommunen-fuer-den-klimaschutz
nein,296.txt,https://www.hessen.de/fuer-buerger/umwelt-natur/der-wald-hessen
nein,297.txt,https://www.hessen.de/pressearchiv/pressemitteilung/landesregierung-startet-projekt-unser-wald
nein,298.txt,https://www.hessen.de/pressearchiv/pressemitteilung/klimastabiler-wald-von-morgen
nein,299.txt,https://www.hessen.de/fuer-buerger/umwelt-natur/themenschwerpunkt-wald/hessenforst
nein,300.txt,https://umwelt.hessen.de/landwirtschaft
nein,301.txt,https://umwelt.hessen.de/landwirtschaft/laendliche-raeume
nein,302.txt,https://umwelt.hessen.de/landwirtschaft/laendlicher-raum/foerderung-der-laendlichen-entwicklung/eplr
nein,303.txt,https://umwelt.hessen.de/landwirtschaft/laendlicher-raum/foerderung-der-entwicklung-des-laendlichen-raums
nein,304.txt,https://umwelt.hessen.de/landwirtschaft/laendliche-raeume/nationales-netzwerk-fuer-den-laendlichen-raum
nein,305.txt,https://umwelt.hessen.de/landwirtschaft/foerderangebote
nein,306.txt,https://umwelt.hessen.de/agrarumweltprogramm
nein,307.txt,https://umwelt.hessen.de/landwirtschaft/foerderangebote/foerdermassnahmen/ausgleichszulage
nein,308.txt,https://umwelt.hessen.de/landwirtschaft/foerderangebote/direktzahlungen-fuer-landwirtschaftliche-betriebe
nein,309.txt,https://umwelt.hessen.de/umwelt-natur/naturschutz/schutzgebiete
nein,310.txt,https://www.hessen.de/fuer-buerger/integration
nein,311.txt,https://integrationskompass.hessen.de/
nein,312.txt,https://www.hessen.de/fuer-buerger/europa-internationales
nein,313.txt,https://www.hessen.de/kontaktformular-buergertelefon
nein,314.txt,https://www.hessen.de/datenschutz
nein,315.txt,https://www.hessen.de/impressum
ja,316.txt,https://www.hessen.de/fuer-buerger/corona-hessen/corona-aktuelle-meldungen
ja,317.txt,https://www.hessen.de/fuer-buerger/corona-in-hessen/interviews-reden-und-mehr/corona-massnahmen-der-landesregierung-seit-dezember-2020
Impfung,318.txt,https://www.hessen.de/presse/pressemitteilung/impfaktionswoche-hierwirdgeimpft-0
nein,319.txt,https://www.hessen.de/presse/pressemitteilung/weitere-11-milliarden-euro-corona-hilfen-geplant-0
nein,320.txt,https://www.hessen.de/presse/pressemitteilung/corona-mutanten-im-abwasser-auf-der-spur-0
ja,321.txt,https://www.hessen.de/fuer-buerger/corona-in-hessen/corona-wegweiser
nein,322.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/index.php
nein,323.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/welan/index.php
nein,342.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/webcams/index.php
nein,343.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/index.php
nein,344.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/besondere-trauorte.php
nein,345.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/kurhaus-wiesbaden.php
nein,346.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/schloss-biebrich.php
nein,347.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/wiesbadener-casino-gesellschaft.php
nein,348.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/museum-wiesbaden-trauort.php
nein,349.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/thalhaus-theater-trauort.php
nein,350.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/schloss-freudenberg.php
nein,351.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/berggasthof-kellerskopf.php
nein,352.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/domaene-mechthildshausen.php
nein,353.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/chausseehaus.php
nein,354.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/museum-castellum-in-der-reduit.php
nein,355.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/nerobergbahn.php
nein,356.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/heimatmuseum-gut-stubb.php
nein,357.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/heimatmuseum-erbenheim.php
nein,358.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesaemter.php
nein,359.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-altes-rathaus.php
nein,360.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-wiesbaden-biebrich.php
nein,361.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-wiesbaden-bierstadt.php
nein,362.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/buergersaal-wiesbaden-auringen.php
nein,363.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-wiesbaden-breckenheim.php
nein,364.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-wiesbaden-delkenheim.php
nein,365.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-wiesbaden-dotzheim.php
nein,366.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-wiesbaden-naurod.php
nein,367.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/trauorte/content/standesamt-wiesbaden-nordenstadt.php
nein,368.txt,https://www.wiesbaden.de/vv/oe/02/31/141010100000002512.php
nein,369.txt,https://www.wiesbaden.de/vv/oe/01/10/141010100000002458.php
nein,370.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/stadtaelteste/index.php
nein,371.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/ehrenbuerger/index.php
nein,372.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/index.php
nein,373.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/berlin-kreuzberg-deutschland.php
nein,374.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/breslau-wroclaw-polen.php
nein,375.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/fatih-tuerkei.php
nein,376.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/fondettes-frankreich.php
nein,377.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/gent-belgien.php
nein,378.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/goerlitz-deutschland.php
nein,379.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/kfar-saba-israel.php
nein,380.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/partnerstaedte/content/klagenfurt-oesterreich.php
nein,381.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/daten-fakten/index.php
nein,382.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/geschichte/index.php
nein,383.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/erinnerungsorte/index.php
nein,384.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/erinnerungsorte/gedenkstunde-reichspogromnacht.php
nein,385.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/erinnerungsorte/orte-des-gedenkes..php
nein,386.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/erinnerungsorte/gedenkstaette-michelsberg_.php
nein,387.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/erinnerungsorte/unter-den-eichen.php
nein,388.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/index.php
nein,389.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/kompakt/index.php
nein,390.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/index.php
nein,391.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/stadtwappen.php
nein,392.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/amtskette.php
nein,393.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/private-post.php
nein,394.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/das-kurhaus.php
nein,395.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/russische-freidhof.php
nein,396.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/englische-kirche.php
nein,397.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/maifestspiele.php
nein,398.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/sagen-geschichten.php
nein,399.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/spielmann-atlas.php
nein,400.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/historische-huftaufnahmen.php
nein,401.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/facetten-stadtgeschichte/historische-masseinheiten.php
nein,402.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/stadtlexikon/index.php
nein,403.txt,https://www.wiesbaden.de/kultur/stadtgeschichte/chronologie/index.php
nein,404.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtportrait/geschichte/gedaechtnis-nationen.php
nein,405.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/index.php
nein,406.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/veranstaltungen/strasse-der-menschenrechte.php
nein,407.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/jugend/content/jubilaeumsfest.php
nein,408.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/kinder/content/weltkindertag.php
nein,409.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/frauen/thema-femizide.php
nein,410.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/engagement/endlich-wieder-verein.php
nein,411.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/engagement/endlich-wieder-verein-erklaerung.php
nein,412.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/engagement/endlich-wieder-verein-programm.php
nein,413.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/engagement/endlich-wieder-verein-anmeldung.php
nein,414.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/engagement/endlich-wieder-verein-grusswort-ob.php
nein,415.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/veranstaltungen/ausstellung-we-are-part.php
nein,416.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/frauen/online-vortraege-frauen.php
nein,417.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/kinder/content/kinderspielplaetze.php
nein,418.txt,https://www.wiesbaden.de/leben-in-wiesbaden/kirchen-religionen/index.php
nein,419.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/index.php
ja,420.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/infos-coronavirus.php
nein,421.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/index.php
nein,422.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/plakatwettbewerb.php
nein,423.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/verstaendliche-medizin.php
nein,424.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/gesundheitsinfos.php
ja,425.txt,https://www.wiesbaden.de/medien/rathausnachrichten/PM_Zielseite.php?showpm=true&pmurl=https://www.wiesbaden.de/guiapplications/newsdesk/publications/Landeshauptstadt_Wiesbaden/141010100000408590.php
Impfung,426.txt,https://www.wiesbaden.de/medien/rathausnachrichten/PM_Zielseite.php?showpm=true&pmurl=https://www.wiesbaden.de/guiapplications/newsdesk/publications/Landeshauptstadt_Wiesbaden/141010100000409038.php
nein,427.txt,https://www.wiesbaden.de/medien/rathausnachrichten/PM_Zielseite.php?showpm=true&pmurl=https://www.wiesbaden.de/guiapplications/newsdesk/publications/Landeshauptstadt_Wiesbaden/141010100000408867.php
nein,428.txt,https://www.wiesbaden.de/medien/rathausnachrichten/PM_Zielseite.php?showpm=true&pmurl=https://www.wiesbaden.de/guiapplications/newsdesk/publications/Landeshauptstadt_Wiesbaden/141010100000408450.php
nein,429.txt,https://www.wiesbaden.de/medien/rathausnachrichten/PM_Zielseite.php?showpm=true&pmurl=https://www.wiesbaden.de/guiapplications/newsdesk/publications/Landeshauptstadt_Wiesbaden/141010100000408439.php
Impfung,430.txt,https://www.wiesbaden.de/medien/rathausnachrichten/PM_Zielseite.php?showpm=true&pmurl=https://www.wiesbaden.de/guiapplications/newsdesk/publications/Landeshauptstadt_Wiesbaden/141010100000408556.php
nein,431.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/gesundheitsinfos-weltherztag.php
nein,432.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/gesundheitsinfos-welthygienetag.php
nein,433.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/gesundheitsinfos-weltaidstag.php
nein,434.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/gesundheitsinfos-welthepatitistag.php
nein,435.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/index.php
nein,436.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/veranstaltungen-aktionen/organspende-schenkt-leben.php
nein,437.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitskonferenz/index.php
nein,438.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/selbsthilfe/index.php
nein,439.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/kliniken/index.php
nein,440.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/kliniken/akutkrankenhaeuser/index.php
nein,441.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/kliniken/fach-und-privatkliniken/index.php
nein,442.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/kliniken/therapieeinrichtungen/index.php
nein,443.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/hospize/index.php
nein,444.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/aerzte/index.php
nein,445.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/index.php
nein,446.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/staedtebauliche-projekte/index.php
nein,447.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/stadtentwicklung/index.php
nein,448.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/kaufen/index.php
nein,449.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/bauleitplanung/index.php
nein,450.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/bauen/index.php
nein,451.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/oeffentliche-auslegung/index.php
nein,452.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/denkmalschutz/index.php
nein,453.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/wohnen/index.php
nein,454.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/architektur/index.php
nein,455.txt,https://www.wiesbaden.de/leben-in-wiesbaden/verkehr/index.php
nein,456.txt,https://www.wiesbaden.de/leben-in-wiesbaden/umwelt/index.php
nein,457.txt,https://www.wiesbaden.de/kultur/film/caligari/atlantis-update.php
nein,458.txt,https://www.wiesbaden.de/leben-in-wiesbaden/umwelt/umweltberatung/umwelttipp.php
nein,459.txt,https://www.wiesbaden.de/leben-in-wiesbaden/umwelt/luft-klima/fahrradfest.php
nein,460.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/index.php
nein,461.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/schulen/index.php
nein,462.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/schulen/schulwegweiser.php
nein,463.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/schulen/digitale-schule.php
nein,464.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/schulen/grundschulen.php
nein,465.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/schulen/hauptschule.php
nein,466.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/schulen/realschule.php
nein,467.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/schulen/gesamtschule.php
nein,468.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/index.php
nein,469.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/hochschulen/index.php
nein,470.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/studienwahl.php
nein,471.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/persoenliche-beratung.php
nein,472.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/studiengaenge-ueberblick.php
nein,473.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/mein-fernstudium.php
nein,474.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/hochschulinformationstage.php
nein,475.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/studienorientierungstests.php
nein,476.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/vor-studienbeginn.php
nein,477.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/wohnen.php
nein,478.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/studentenwohnheime.php
nein,479.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/studierende/wohnraumsuche-internet.php
nein,480.txt,https://www.wiesbaden.de/leben-in-wiesbaden/planen/wohnen/wohnbaugesellschaften/wohnbaugesellschaften.php
nein,481.txt,https://www.wiesbaden.de/leben-in-wiesbaden/bildung/bildungsleitbild/bildungsleitbild.php
nein,482.txt,https://www.wiesbaden.de/leben-in-wiesbaden/verkehr/auto/superblock-sonntag.php
nein,483.txt,https://www.wiesbaden.de/leben-in-wiesbaden/arbeit-beruf/index.php
nein,484.txt,https://www.wiesbaden.de/leben-in-wiesbaden/arbeit-beruf/kommunales-jobcenter.php
ja,485.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/corona-reise-und-quarantaene.php
Impfung,486.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/corona-impfung-impfzentrum.php
ja,487.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/infos-coronavirus_start.php
nein,488.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/coronafallzahlen.php
ja,489.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/corona-pressemitteilungen-verfuegungen.php
Impfung,490.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/spontanes-impfen.php
ja,491.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/veranstaltungsabsagen.php
ja,492.txt,https://www.wiesbaden.de/rathaus/virtuelle-verwaltung/content/schliessung-stadtverwaltung.php
ja,493.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/corona-schulen-und-kitas.php
nein,494.txt,https://www.wiesbaden.de/leben-in-wiesbaden/arbeit-beruf/berufliche-weiterbildung.php
nein,495.txt,https://www.wiesbaden.de/leben-in-wiesbaden/arbeit-beruf/stellenangebote.php
nein,496.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/index.php
nein,497.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/feste/weinprobe-neroberg.php
nein,498.txt,https://www.wiesbaden.de/kultur/museen/museum-wiesbaden/naturhistorischer-vortrag.php
nein,499.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/natur-erleben/tierpark/hingucker-des-monats-linde.php
nein,500.txt,https://www.wiesbaden.de/leben-in-wiesbaden/umwelt/natur-landschaft/pflanzen-tiere/pilzkurse.php
nein,501.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/bewegung-sport/content/outdoor-kegelbahn.php
nein,502.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/vereine/veranstalterinfos.php
nein,503.txt,https://www.wiesbaden.de/sport/fitness/radtouren/index.php
nein,504.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/jugend/content/kreative-werkstaetten-2021.php
nein,505.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/natur-erleben/tierpark/kidszone-fasanerie.php
nein,506.txt,https://www.wiesbaden.de/kultur/theater/staatstheater/interaktiver-stadtspaziergang.php
nein,507.txt,https://www.wiesbaden.de/leben-in-wiesbaden/umwelt/natur-landschaft/lansdschaftsparks.php
nein,508.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/feste/sommergarten.php
nein,509.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/ausfluege/erfahrungsfeld/von-einer-die-auszog.php
nein,510.txt,https://www.wiesbaden.de/leben-in-wiesbaden/verkehr/fahrrad/radwegeverkehrskarte.php
nein,511.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/maerkte/ostermarkt.php
nein,512.txt,https://www.wiesbaden.de/leben-in-wiesbaden/gesellschaft/jugend/content/projekt-my-free-time.php
ja,513.txt,https://www.wiesbaden.de/microsite/wochenmarkt/dernsches-gelaende/content/verlegung-corona.php
nein,514.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/maerkte/wochenmaerkte.php
ja,515.txt,https://www.wiesbaden.de/microsite/wochenmarkt/dernsches-gelaende/content/mund-nasen-bedeckung.php
nein,516.txt,https://www.wiesbaden.de/microsite/wochenmarkt/biebrich/index.php
nein,517.txt,https://www.wiesbaden.de/microsite/wochenmarkt/news-aktionen/index.php
nein,518.txt,https://www.wiesbaden.de/microsite/wochenmarkt/dernsches-gelaende/content/marktkinder.php
nein,519.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/bewegung-sport/content/rheinsteig.php
nein,520.txt,https://www.wiesbaden.de/leben-in-wiesbaden/freizeit/veranstaltungen/cool-city-wiesbaden.php
nein,521.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtteile/index.php
nein,522.txt,https://www.wiesbaden.de/kultur/veranstaltungen/stadtteilkultur.php
nein,523.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtteile/innenstadt.php
nein,524.txt,https://www.wiesbaden.de/leben-in-wiesbaden/stadtteile/oestliche-vororte.php
nein,525.txt,https://www.wiesbaden.de/leben-in-wiesbaden/marktplatz/index.php
ja,526.txt,https://www.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/ueberarbeitete-corona-verordnung-soll-kommende-woche-in-kraft-treten-1/
ja,527.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/aktuelle-corona-verordnung-des-landes-baden-wuerttemberg/
ja,528.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-corona-verordnung/
ja,529.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/coronavo-in-leichter-sprache/
Impfung,530.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/fragen-und-antworten-rund-um-corona/faq-impfzentren/
ja,531.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/
ja,532.txt,https://www.baden-wuerttemberg.de/de/service/alle-meldungen/meldung/pid/aktuelle-aenderungen-der-corona-verordnungen/
ja,533.txt,"https://km-bw.de/,Lde/startseite/sonderseiten/corona-verordnung-schule"
ja,534.txt,"https://km-bw.de/Kultusministerium,Lde/startseite/sonderseiten/corona-verordnung-kita"
ja,535.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/uebersicht-corona-verordnungen/coronavo-absonderung/
