TEXT,LABEL1,LABEL2
Was bedeutet ein exponentielles Wachstum der Fallzahlen?,Allgemein,
Was ist über den Erreger und die Krankheit bekannt?,Allgemein,
"Wie erfasst das RKI die Situation in Deutschland, wie schätzt das RKI die Lage ein und welche Empfehlungen gibt es für die Fachöffentlichkeit?",Allgemein,
"Was versteht man unter der Reproduktionszahl R, und wie wichtig ist sie für die Bewertung der Lage?",Allgemein,
Welchen Zusammenhang gibt es generell zwischen erhöhten Testzahlen und erhöhten Fallzahlen?,Allgemein,
Gibt es eine Saisonalität bei SARS-CoV-2?,Allgemein,
Welche Rolle spielen die besorgniserregenden Varianten?,Allgemein,
Was bedeutet eine 7-Tage-Inzidenz von Null?,Allgemein,
Warum sind bei SARS-CoV-2/COVID-19 weiterhin besondere Maßnahmen erforderlich?,Allgemein,
Wie kann man sich bzw. seine Mitmenschen vor einer Ansteckung schützen?,Allgemein,
"Welche Rolle spielen die Impfungen gegen COVID-19, Impfungen im Rahmen der Pandemie und was gilt es beim Impfen zu beachten?",Allgemein,Impfung
Welchen Vorteil bringt Abstand halten bzw. die Beschränkung sozialer Kontakte?,Allgemein,
"Was ist beim Tragen eines Mund-Nasen-Schutzes OP-Maske in der Öffentlichkeit zu beachten?",Allgemein,Maskenpflicht
Welche Funktion bzw. Einsatzbereiche haben FFP2-Masken außerhalb des Arbeitsschutzes?,Allgemein,
Ist der Einsatz von Visieren anstatt eines Mund-Nasen-Schutzes (MNS) im öffentlichen Raum sinnvoll?,Allgemein,
Welche Rolle spielen Aerosole bei der Übertragung von SARS-CoV-2?,Allgemein,
Was ist beim Lüften zu beachten?,Allgemein,
Was bringen Luftreinigungsgeräte bzw. mobile Luftdesinfektionsgeräte?,Allgemein,
Was ist aus Sicht des Infektionsschutzes im Schulumfeld zu beachten?,Allgemein,
Was ist beim Umgang mit an COVID-19-Verstorbenen zu beachten?,Allgemein,
"Was müssen Arbeitnehmer während der COVID-19-Pandemie beachten, welche Verpflichtungen haben Arbeitgeber?",Arbeit,
Was ist bei Reisen zu beachten?,Reisen,
Müssen auch vollständig geimpfte Personen bei Einreise aus Virusvariantengebieten in Quarantäne?,Reisen,
"Besteht die Gefahr, sich über Lebensmittel, Oberflächen, Gegenstände oder in der Umwelt mit SARS-CoV-2 anzustecken?",Allgemein,
Welche Empfehlungen gibt es für den Umgang mit Haustieren?,Allgemein,
"Was versteht man unter Isolierung, was unter Quarantäne und welchen Zweck haben diese?",Allgemein,
Wann und wie lange muss man in Quarantäne?,Allgemein,
"Was wird empfohlen bei Personen, die als genesen gelten?",Allgemein,
Wie funktioniert die Corona Warn-App?,Allgemein,
Was ist ein Containment Scout?,Allgemein,
Wie geht man bei Ausbruchsuntersuchungen vor?,Allgemein,
"Wie wird eine Infektion mit SARS-CoV-2 labordiagnostisch nachgewiesen, welche Tests gibt es?",Testen,
"Können PCR-Pooltestungen eine Alternative zu Antigen-Schnelltests im Rahmen von Screeninguntersuchungen bei Personen sein, die die AHA+L-Regeln nur unzureichend einhalten können und für die noch keine Schutzimpfung gegen SARS-CoV-2 zur Verfügung steht (z.B. Kinder in Kitas und Schulen)?",Testen,
Welche Anforderungen werden an Antigen-Tests gestellt?,Testen,
Was ist bei Antigentests zur Eigenanwendung (Selbsttests) zu beachten?,Testen,
Wann sollte ein Arzt eine Laboruntersuchung auf SARS-CoV-2 veranlassen?,Testen,
Wie wird die Anzahl an Labortests in Deutschland erfasst?,Testen,
Was bedeutet die Positivenquote?,Testen,
Welche Rolle spielen falsch-positive Testergebnisse?,Testen,
Ist ein Test bei Personen ohne jedes Krankheitszeichen sinnvoll?,Testen,
Warum sind Genomsequenzierungen wichtig?,Testen,
"Warum ist es wichtig, längerfristige Auswirkungen einer SARS-CoV-2-Infektion besser zu verstehen?",Allgemein,
Was ist Long COVID?,Allgemein,
Wie gut gesichert ist das aktuelle Wissen über die gesundheitlichen Langzeitfolgen von COVID-19?,Allgemein,
Welche Symptome haben Menschen mit gesundheitlichen Langzeitfolgen von COVID-19?,Allgemein,
Wie häufig treten gesundheitliche Langzeitfolgen von COVID-19 auf? Sind auch Erkrankte mit milden Verläufen betroffen?,Allgemein,
Welche Menschen haben ein erhöhtes Risiko gesundheitliche Langzeitfolgen von COVID-19 zu entwickeln?,Allgemein,
Können Kinder auch gesundheitlichen Langzeitfolgen von COVID-19 entwickeln?,Allgemein,Kinder
Wie kann man als Einzelperson den gesundheitlichen Langzeitfolgen von COVID-19 vorbeugen?,Allgemein,
Wo finden Betroffene weitere Informationen?,Allgemein,
Wird es einen eigenen Impfstoff für Kinder gegen COVID-19 geben?,Impfung,Kinder
Welche Erkenntnisse bestehen zu Long-COVID und PIMS bei Kindern und Jugendlichen?,Impfung,Kinder
Welche Impfreaktionen und Nebenwirkungen wurden nach einer COVID-19-Impfung bei Kindern und Jugendlichen beobachtet?,Impfung,Kinder
Welchen Kindern und Jugendlichen wird die COVID-19-Schutzimpfung besonders empfohlen?,Impfung,Kinder
Wie wirksam ist die COVID-19-Impfung für Kinder und Jugendliche?,Impfung,Kinder
Warum sollte man sich gegen COVID-19 impfen lassen?,Impfung,
Welche Neuerungen bzw. Änderungen ergeben sich durch die 9. Aktualisierung der STIKO-Empfehlung im August 2021?,Impfung,
Wie werden neue Erkenntnisse oder neue Impfstoffe in der STIKO-Empfehlung berücksichtigt?,Impfung,
Wie werden die Impfempfehlungen erarbeitet?,Impfung,
Welchen Impfabstand empfiehlt die STIKO bei der Verabreichung des Vaxzevria- (AstraZeneca-)Impfstoffs bei zwei Impfstoffdosen?,Impfung,
"Warum empfiehlt die STIKO, den AstraZeneca-Impfstoff für Personen ≥60 Jahre zu verwenden?",Impfung,
"Worauf sollten Personen achten, die bereits mit dem AstraZeneca-Impfstoff geimpft wurden?",Impfung,
Warum empfiehlt die STIKO für bereits mit der 1. Impfstoffdosis Vaxzevria (AstraZeneca) geimpfte Personen unabhängig vom Alter ein heterologes Impfschema (2. Impfstoffdosis mit mRNA-Impfstoff)?,Impfung,
Impfschema: (Wann und) Wie sollte gegen COVID-19 geimpft werden?,Impfung,
"Sollten COVID-19-Impfungen auch in Senioren- und Altenpflegeheimen durchgeführt werden, in denen vor Kurzem oder zeitgleich COVID-19-Fälle aufgetreten sind?",Impfung,
"Wie sollten Personen geimpft werden, die bereits eine SARS-CoV-2-Infektion hatten?",Impfung,
Zu welchem Zeitpunkt soll die zweite Impfstoffdosis mit den mRNA-COVID-19-Impfstoffen Comirnaty und Spikevax verabreicht werden?,Impfung,
"Wie sollen Personen sich impfen lassen, die an klinischen Impfstoffstudien teilgenommen haben?",Impfung,
Hat die Impfung gegen COVID-19 einen Einfluss auf das Ergebnis von Antigen- und PCR-Testungen?,Impfung,
Was muss beim Impfen unter Antikoagulation beachtet werden?,Impfung,
Welche Nachbeobachtungszeit ist empfohlen?,Impfung,
Wer haftet bei Schäden nach einer Impfung gegen COVID-19?,Impfung,
Wie kann man den COVID-19-Impfschutz nachweisen?,Impfung,
Sollte der Impferfolg nach einer COVID-19-Impfung mittels Antikörperbestimmung überprüft werden?,Impfung,
Wer gilt laut rechtlichen Verordnungen als vollständig geimpft bzw. genesen?,Impfung,
Muss eine COVID-19-Impfung zu einem späteren Zeitpunkt aufgefrischt werden?,Impfung,
Könnte nach einer abgeschlossenen Impfserie eine spätere Auffrischimpfung mit einem anderen COVID-19-Impfstoff erfolgen?,Impfung,
"Gibt es Personengruppen, die bei der COVID-19-Impfung besonders berücksichtigt werden sollten?",Impfung,
Wer ist für die Bewertung und Überwachung der Impfstoffe (Impfstoffsicherheit) zuständig?,Impfung,
Gibt es Sicherheitsbedenken bei den Vektor-basierten Impfstoffen (z. B. Vaxzevria (AstraZeneca))?,Impfung,
Welche Impfreaktionen und Nebenwirkungen wurden nach einer COVID-19-Impfung mit einem mRNA-Impfstoff beobachtet?,Impfung,
Welche Impfreaktionen und Nebenwirkungen wurden nach einer COVID-19-Impfung mit Vaxzevria von AstraZeneca beobachtet?,Impfung,
Welche Impfreaktionen und Nebenwirkungen wurden nach einer COVID-19-Impfung mit der COVID-19 Vaccine Janssen von Janssen-Cilag International beobachtet?,Impfung,
Können Frauen mit Kinderwunsch sich gegen COVID-19 impfen lassen?,Impfung,
Was ist bisher zur COVID-19-Impfung in Schwangerschaft und Stillzeit bekannt?,Impfung,
Gibt es Langzeitnebenwirkungen bei COVID-19-Impfstoffen?,Impfung,
Was ist bei einer bestehenden Immundefizienz und der Impfung gegen COVID-19 hinsichtlich der Impfstoffsicherheit zu beachten?,Impfung,
Was ist bei Patienten mit bekannten Allergien vor einer Impfung gegen COVID-19 mit einem mRNA-Impfstoff zu beachten?,Impfung,
Wie sind Todesfälle nach COVID-19-Impfung einzuordnen?,Impfung,
,Impfung,
Wie wirksam sind die mRNA-COVID-19-Impfstoffe?,Impfung,
Wie wirksam ist der Vektor-basierte Impfstoff COVID-19 Vaxzevria (AstraZeneca)?,Impfung,
Wie wirksam ist der Vektor-basierte Impfstoff COVID-19 Vaccine Janssen von Janssen-Cilag International?,Impfung,
Kann es trotz COVID-19-Impfung zu einer COVID-19-Erkrankung kommen?,Impfung,
Welchen Einfluss haben die neuen Varianten von SARS-CoV-2 auf die Wirksamkeit der COVID-19-Impfstoffe?,Impfung,
"Können Personen, die vollständig geimpft sind, das Virus weiterhin übertragen?",Impfung,
Wie wird ein Impfdurchbruch definiert?,Impfung,
"Wie lässt sich erklären, dass es mit steigender Impfquote zu immer mehr Impfdurchbrüchen kommt?",Impfung,
Wie sind Erkrankungen nach COVID-19-Impfung („Impfdurchbrüche“) in Seniorenheimen zu erklären?,Impfung,
Wie wirksam sind die COVID-19-Impfstoffe nach der ersten Impfstoffdosis?,Impfung,
Was ist bei einer bestehenden Immundefizienz und der Impfung gegen COVID-19 hinsichtlich der Impfstoffwirksamkeit zu beachten?,Impfung,
Hat die Einnahme von Antipyretika/Antiphlogistika wie Paracetamol oder Ibuprofen einen Einfluss auf die Wirksamkeit von COVID-19-Impfstoffen?,Impfung,
Wie wirksam sind die mRNA-COVID-19-Impfstoffe?,Impfung,
Wie wirksam ist der Vektor-basierte Impfstoff COVID-19 Vaxzevria (AstraZeneca)?,Impfung,
Wie wirksam ist der Vektor-basierte Impfstoff COVID-19 Vaccine Janssen von Janssen-Cilag International?,Impfung,
Kann es trotz COVID-19-Impfung zu einer COVID-19-Erkrankung kommen?,Impfung,
Welchen Einfluss haben die neuen Varianten von SARS-CoV-2 auf die Wirksamkeit der COVID-19-Impfstoffe?,Impfung,
"Können Personen, die vollständig geimpft sind, das Virus weiterhin übertragen?",Impfung,
Wie wird ein Impfdurchbruch definiert?,Impfung,
"Wie lässt sich erklären, dass es mit steigender Impfquote zu immer mehr Impfdurchbrüchen kommt?",Impfung,
Wie sind Erkrankungen nach COVID-19-Impfung („Impfdurchbrüche“) in Seniorenheimen zu erklären?,Impfung,
Wie wirksam sind die COVID-19-Impfstoffe nach der ersten Impfstoffdosis?,Impfung,
Was ist bei einer bestehenden Immundefizienz und der Impfung gegen COVID-19 hinsichtlich der Impfstoffwirksamkeit zu beachten?,Impfung,
Hat die Einnahme von Antipyretika/Antiphlogistika wie Paracetamol oder Ibuprofen einen Einfluss auf die Wirksamkeit von COVID-19-Impfstoffen?,Impfung,
Was ist das neue Coronavirus?,Allgemein,
Was sind Mutationen und welche gibt es?,Allgemein,
Wie stark ist $SuL betroffen?,Allgemein,
Wie ist die Inzidenz in $SuL?,Allgemein,
Wie gefährlich ist eine Infektion mit dem neuen Coronavirus?,Allgemein,
Wer ist besonders betroffen?,Allgemein,
Welche Rolle spielen Kinder in der Coronavirus-Pandemie?,Kinder,
Wie kann man sich vor einer Ansteckung schützen?,Allgemein,
Welche Symptome löst das Coronavirus aus?,Allgemein,
Gibt es Medikamente zur Behandlung von Covid-19?,Allgemein,
Welche Impfstoffe gibt es?,Impfung,
Wie kann das Virus übertragen werden?,Allgemein,
Können sich Haustiere mit dem Coronavirus anstecken?,Allgemein,
Kann das Virus über Gegenstände und Lebensmittel übertragen werden?,Allgemein,
Wer wird auf eine Coronavirus-Infektion getestet?,Testen,
Wer sind die Ansprechpartner bei einem Corona-Verdacht?,Allgemein,
Wie laufen Tests auf eine Coronavirus-Infektion ab?,Testen,
Häusliche Quarantäne: Was muss ich beachten?,Allgemein,
Ist man nach überstandener Infektion immun?,Allgemein,
Wie funktioniert die Corona-Warn-App?,Allgemein,
Welche Reisebeschränkungen gibt es?,Reisen,
Warum sind Bürgertests ab dem 11. Oktober nicht mehr kostenlos?,Testen,
"Müssen auch Personen, die sich nicht impfen lassen können, die Tests dann selbst bezahlen?",Testen,
Was gilt bis zum 11. Oktober?,Testen,
Wie alt darf ein Schnelltest sein?,Testen,
Wie wird Ergebnis eines Schnelltests dokumentiert?,Testen,
Was passiert nach einem positiven Schnelltest?,Testen,
"Worin unterscheiden sich PCR-Tests, Antigen-Schnelltests und Selbsttests?",Testen,
Wann werden PCR-Tests eingesetzt und wann Schnelltests?,Testen,
Wie aussagekräftig sind die Corona-Tests?,Testen,
Wie zuverlässig sind Corona-Selbsttests?,Testen,
Was sollte ich bei der Anwendung von Selbsttests beachten?,Testen,
Was passiert nach einem positiven Selbsttest?,Testen,
Woran erkenne ich einen seriösen Selbsttest?,Testen,
Wo kann ich Selbsttests kaufen?,Testen,
Welche Test-Kosten werden übernommen?,Testen,
Welche Rolle spielen Schnelltests in der Nationalen Teststrategie?,Testen,
Was gilt für Corona-Tests bei der Arbeit?,Testen,Arbeit
Was sind Viren?,Allgemein,
Warum lösen Viren Krankheiten aus?,Allgemein,
Was steckt hinter den Begriffen Sars-CoV-2 und Covid-19?,Allgemein,
Was ist das neuartige Coronavirus?,Allgemein,
Wie werden Coronaviren übertragen?,Allgemein,
Wie ansteckend ist das neue Coronavirus?,Allgemein,
"Gibt es unterschiedliche Varianten des Virus, und sind diese unterschiedlich aggressiv?",Allgemein,
"Wird sich das Coronavirus weniger stark ausbreiten, wenn es wärmer wird?",Allgemein,
Wird das Coronavirus im nächsten Herbst/Winter zurückkommen?,Allgemein,
"Wie lange dauert es, bis man nach einer Infektion erkrankt?",Allgemein,
Was sind die Symptome einer Covid-19-Erkrankung?,Allgemein,
Was ist der Unterschied zwischen einer Coronavirus-Erkrankung und einer Grippe?,Allgemein,
Bei welchen Symptomen sollte man einen Arzt kontaktieren?,Allgemein,
"Wenn ich Grippesymptome zeige, aber gegen Grippe geimpft bin, kann ich dann davon ausgehen, an Covid-19 zu leiden?",Allgemein,
Infektionsverdacht - was soll ich tun?,Allgemein,
Wie funktioniert ein Coronavirus-Test?,Testen,
Was passiert mit dem Abstrich?,Testen,
"Stimmt es, dass man schwer an Covid-19 erkrankt sein kann, ein Rachenabstrich aber negativ ausfällt?",Testen,
Wie funktionieren Antikörpertests und warum brauchen wir sie?,Testen,
Was ist der Unterschied des Antikörpertests zu den bisherigen Tests?,Testen,
Wie bedrohlich ist die Erkrankung Covid-19?,Allgemein,
"Wie viele Menschen sind bislang weltweit infiziert, gestorben – oder wieder genesen?",Allgemein,
"Gibt es Risikogruppen, die besonders gefährdet sind, schwer zu erkranken?",Allgemein,
Welche Gefahren bestehen für Kinder?,Kinder,
Sind Schwangere und die von ihnen ausgetragenen Kinder besonders gefährdet?,Allgemein,
"Ich bin jung, und mein Immunsystem scheint in Ordnung zu sein. Warum sollte ich trotzdem vorsichtig sein?",Allgemein,
"Könnten wirklich bis zu 70 Prozent der Weltbevölkerung erkranken, wie ein Harvard-Forscher behauptet?",Allgemein,
"Wenn sich über kurz oder lang ohnehin die meisten Menschen mit Sars-CoV-2 infizieren, warum ist es überhaupt sinnvoll, sich zu schützen?",Allgemein,
Kann man sich ein zweites Mal infizieren?,Allgemein,
"Können Personen, die von Covid-19 genesen sind, Erkrankten helfen?",Allgemein,
Wie werden die schwer Erkrankten im Krankenhaus behandelt?,Allgemein,
"Müssen schwer Erkrankte, denen die Medizin keine Hoffnung auf Heilung mehr machen kann, fürchten, qualvoll zu ersticken?",Allgemein,
"Gibt es Ärzte oder Krankenhäuser, die auf Corona-Patienten besonders gut vorbereitet sind?",Allgemein,
War und ist Deutschland auf einen großen Ausbruch gut vorbereitet?,Allgemein,
"Könnte man, über die bisher geltenden Regelungen hinweg, etwa eine Stadt wie Berlin abriegeln?",Reisen,
Wie kann man mit den psychologischen Folgen der Pandemie und der Kontaktsperren umgehen?,Allgemein,
Wird eine Auffrischung bei Vektor-Impfstoffen nötig?,Impfung,
Hat Trinken von Alkohol Einfluss auf Impfwirkung?,Impfung,
Kann ich jetzt noch eine Pauschalreise buchen?,Reisen,
"Was ist, wenn ich auf eigene Faust gebucht habe?",Reisen,
"Wie erkenne ich, ob ich eine Pauschalreise gebucht habe oder nicht?",Reisen,
"Was ist, wenn ich ein Ferienhaus gebucht habe?",Reisen,
Kann man trotz einer Impfung infektiös sein?,Impfung,
Was ist mit dem Ferienhaus in Dänemark?,Reisen,
Kann ich das Hotel im Ausland kostenfrei stornieren?,Reisen,
Ich reise im Mai und soll jetzt zahlen. Was nun?,Reisen,
Was ist mit Flügen?,Reisen,
Soll ich eine Reiseversicherung abschließen?,Reisen,
Ich wollte zu einem $VER. Das ist wegen des Virus abgesagt. Bekomme ich mein Geld zurück?,Veranstaltungen,
"Ich bin Mieter. Was passiert, wenn ich meine Miete nicht zahlen kann?",Allgemein,
Was machen die Vermieter?,Allgemein,
"Was ist, wenn ich kein Geld für Strom und Internet habe?",Allgemein,
"Laufen Kredite weiter, auch wenn ich die Raten nicht bedienen kann?",Allgemein,
Hilft der Staat bei der Kinderbetreuung?,Kinder,
Bekommen Eltern auch einen Kinderzuschlag?,Kinder,
Muss Corona-Impfung jährlich aufgefrischt werden?,Impfung,
Wo gilt die Maskenpflicht?,Maskenpflicht,
Wer muss keine Maske tragen?,Maskenpflicht,
Welche Maske muss ich tragen?,Maskenpflicht,
Muss ich am Bahnsteig oder der Bushaltestelle im Freien noch Maske tragen?,Maskenpflicht,
Wie sicher wäre eine Impfquote von 80 Prozent?,Impfung,
Was bedeutet 3G?,Impfung,Testen
Wo gilt 3G?,Impfung,Testen
Wo gilt 3G nicht?,Impfung,Testen
Wer gilt als geimpft?,Impfung,Testen
Wer gilt als genesen?,Impfung,Testen
Wer gilt als getestet?,Impfung,Testen
Welche Personen sind von dem Testerfordernis befreit?,Impfung,Testen
"Wie kann nachgewiesen werden, dass man genesen oder vollständig geimpft ist?",Impfung,Testen
Gilt Handyfoto von Impfpass als digitaler Impfpass?,Impfung,
Was gilt für Veranstaltungen?,Veranstaltungen,
Welche Erleichterung gibt es bei Veranstaltungen mit weniger als 100 Teilnehmern?,Veranstaltungen,
Was ist bei der Ermittlung der Personenzahl zu beachten?,Veranstaltungen,
Gibt es Besonderheiten bei Sport- und Kulturveranstaltungen?,Kultur,Sport
Muss sich vollständig geimpftes Kollegium weiter testen?,Testen,
Was muss ich bei der Sportausübung beachten?,Sport,
Was gilt für Sportveranstaltungen?,Sport,
Was gilt für Trainer?,Sport,
Ab welchem Alter ist Booster-Impfung ratsam?,Impfung,
Welche Regeln gelten für die Gastronomie?,Gastro,
Was gilt für Bars und Kneipen?,Gastro,
Was gilt für Übernachtungen?,Reisen,
"Was gilt für Volksfeste, Feiern auf öffentlichen Plätzen und Diskotheken?",Veranstaltungen,
Sollte man Kinder ohne STIKO-Empfehlung impfen?,Impfung,Kinder
Was gilt für Gottesdienste?,Veranstaltungen,
Was gilt für Versammlungen im Sinne von Art. 8 des Grundgesetzes?,Veranstaltungen,
Kann man sich nicht einfach selber impfen?,Impfung,
Was regelt die Krankenhausampel?,Allgemein,
Welche Warnstufen gibt es?,Allgemein,
Wann sollten sich Genesene impfen lassen?,Impfung,
"Ich komme aus dem Urlaub aus dem Ausland zurück, was muss ich bei der 
Einreise nach Deutschland nach der Coronavirus-Einreiseverordnung 
beachten?",Allgemein,
Wo finde ich Informationen zu den Grenzkontrollen?,Allgemein,
Warum haben gut geimpfte Länder hohe Inzidenz?,Allgemein,
Wo finde ich Informationen zur Impfung?,Impfung,
Wo finde ich Informationen zu Testmöglichkeiten?,Testen,
Wie sinnvoll ist Kinder-Impfung?,Kinder,Impfung
Kann Schnelltest wegen Impfung positiv anschlagen?,Testen,Impfung
Riskiert die Test-Prozedur Ansteckung von Schülern?,Testen,
Ist Test vor oder nach Restaurantbesuch sinnvoller?,Testen,Gastro
Wieso wird vor einem Discounter-Besuch nicht getestet?,Testen,
Wie viele der Schnelltest-Ergebnisse sind falsch?,Testen,
Begünstigen persönliche Faktoren falsch positive Tests?,Testen,
Wie kann die Trefferquote bei Schnelltests erhöht werden?,Testen,
Reicht Antikörper-Test als Nachweis für Genesene?,Testen,
Sollten Corona-Testungen zurückgefahren werden?,Testen,
Unter welchen Bedingungen sind 3G-Nachweise laut der 14. BayIfSMV nötig?,Testen,
Was gilt es beim POC-Antigen-Schnelltest zu berücksichtigen?,Testen,
Was ist bei den Selbsttests zu beachten?,Testen,
Wo kann man sich sonst testen lassen?,Testen,
Was mache ich bei einem positiven Testergebnis?,Testen,
"Die bei einer 7-Tage-Inzidenz ab 35 notwendige 
Testpflicht in Innenräumen entfällt für Schüler wegen der regelmäßigen 
Testungen in der Schule. Was gilt aber in den Ferien?",Testen,
 Worauf muss ich bei der Verwendung des Selbsttests achten? ,Testen,
Was bedeutet das Ergebnis meines Selbsttests?,Testen,
"Was mache ich, wenn mein Selbsttest positiv ist?",Testen,
Warum sollte ich eine PCR-Testung machen lassen?,Testen,
Wie entsorge ich den Selbsttest richtig?,Testen,
Wo finde ich weitere Informationen zu Selbsttests?,Testen,
Warum ist die Maskenpflicht sinnvoll?,Maskenpflicht,
Für wen besteht die Pflicht zum Tragen einer Mund-Nasen-Bedeckung?,Maskenpflicht,
Wo besteht die erweiterte Maskenpflicht?,Maskenpflicht,
Muss ich eine Mund-Nasen-Bedeckung im Freien und in der Arbeit tragen?,Maskenpflicht,
Wer ist von der Tragepflicht befreit und welche weiteren Ausnahmen gibt es?,Maskenpflicht,
Besteht die Pflicht zum Tragen einer Mund-Nasen-Bedeckung auch für Menschen mit Demenz?,Maskenpflicht,
Welche Art von Mund-Nasen-Bedeckung kann ich verwenden?,Maskenpflicht,
"Muss
 ich als Asthmatiker auch eine Maske tragen? Gilt Atemnot zum Beispiel 
wegen Asthma als Ausnahmegrund, keine Maske zu tragen?",Maskenpflicht,
"Wie können Betroffene, bei denen Ekzeme, Ausschläge, 
Dermatitis im Gesicht, das Tragen einer Maske unmöglich macht, mit der 
Maskenpflicht umgehen?",Maskenpflicht,
"Kann
 ich vom Arbeitgeber dazu verpflichtet werden, eine Mund-Nasen-Bedeckung
 zu tragen, obwohl das Tragen aufgrund einer Behinderung oder aus 
gesundheitlichen Gründen nicht möglich oder unzumutbar ist?",Maskenpflicht,
"Muss
 auch in kundenfernen Bereichen von Handels- und 
Dienstleistungsbetrieben mit Kundenverkehr eine Maske getragen werden?",Maskenpflicht,
Können transparente Schutzwände aus Acrylglas o.ä. anstatt einer Mund-Nasen-Bedeckung verwendet werden?,Maskenpflicht,
"Ist
 es erlaubt, beim Autofahren Masken zu tragen oder ist das aufgrund des 
Vermummungsverbots nicht möglich?",Maskenpflicht,
Auf welcher Stufe steht die bayerische Krankenhausampel aktuell?,Allgemein,
Welche Verhaltensregeln sind besonders wichtig um sich und andere zu schützen?,Allgemein,
Was gilt für Hochschulen?,Schule,
Was gilt für den Handel?,Arbeit,
"Was gilt für Dienstleistungs-, Handwerks- und Groß- und Einzelhandelbetriebe?",Arbeit,
"Was gilt für Dienstleistungen, bei denen eine körperliche Nähe zum Kunden unabdingbar ist?",Arbeit,
Was gilt für Märkte?,Veranstaltungen,
Was gilt für die Gastronomie?,Gastro,
Dürfen Speisen und Getränke auch To Go angeboten werden?,Gastro,
Was gilt für die Hotellerie?,Reisen,
"Was gilt für Tagungen, Kongresse und vergleichbare Veranstaltungen?",Veranstaltungen,
Was gilt für Messen?,Veranstaltungen,
Was gilt für Veranstaltungen?,Veranstaltungen,
Welche Besonderheiten gelten für private Feiern?,Privat,
Was gilt für Flusskreuzfahrten?,Allgemein,
Was gilt für Gottesdienste?,Veranstaltungen,
Was gilt für Proben von Laienensembles?,Privat,
Was gilt für Musikschulen?,Arbeit,
Was gilt für Fahrschulen?,Allgemein,
"Was gilt für öffentliche Bibliotheken einschließlich 
Leih‐ und Hochschulbibliotheken und staatliche Archive?",Schule,
Was gilt für Freizeiteinrichtungen?,Allgemein,
Was gilt für kulturelle Veranstaltungen?,Veranstaltungen,
Können Volksfeste wieder stattfinden?,Veranstaltungen,
"Was
 gilt für Museen, Ausstellungen, Gedenkstätten, Objekte der Bayerischen 
Verwaltung der staatlichen Schlösser, Gärten und Seen und vergleichbare 
Kulturstätten sowie zoologische und botanische Gärten?",Kultur,
Was gilt für Campingplätze?,Veranstaltungen,
Was ist bei Versammlungen im Sinne des Artikel 8 Grundgesetz zu beachten?,Veranstaltungen,
Was gilt für den Sport?,Sport,
Was gilt für große Sportveranstaltungen?,Veranstaltungen,
Was gilt für nicht-öffentliche Personalrestaurants und nicht-öffentliche Kantinen?,Arbeit,
"Was gilt für Besucher in Krankenhäusern, Pflegeeinrichtungen und Altenheimen?",Allgemein,
Wo finde ich Informationen zum aktuellen Schulbetrieb in $SuL?,Schule,
Wo finde ich aktuelle Informationen zum Betrieb von Kinderbetreuungseinrichtungen in $SuL?,Schule,
Müssen Schüler die vollständig geimpft oder genesen sind in der Schule auch getestet werden?,Schule,
Was sind die Quarantäneregeln bei einem Infektionsfall an der Schule?,Schule,
Wo finde ich Informationen zur Verpflegung in Schulen und bei Kindergartenfesten?,Schule,
Welche Vorgehensweise ist bei einem Ausbruchsgeschehen einzuhalten?,Testen,
Wer übernimmt die Kosten?,Testen,
Wann kann man sich testen lassen?,Testen,
Wer kann sich testen lassen?,Testen,
Welche Meldepflichten haben die Krankenhäuser?,Testen,
Was gilt für die Testung symptomatischer Verdachtsfälle?,Testen,
Was ist bei Entlassungen aus dem Krankenhaus in eine vulnerable Einrichtung zu beachten?,Testen,
Wer führt die Testungen durch?,Testen,
Ist eine Quarantäne bei „Reiserückkehrern“ notwendig?,Reisen,
Welche Masken genau sind zulässig?,Maskenpflicht,
Meine schicke Stoffmaske reicht nicht aus?,Maskenpflicht,
Muss ich mir tatsächlich die teuren FFP2-Masken kaufen?,Maskenpflicht,
"Wie ist das dann mit Masken, die zwar den „medizinischen Standard“ haben, aber moderner (z.B. einfarbig schwarz) bzw. nicht wie eine übliche OP-Maske aussehen?",Maskenpflicht,
"Ich trage eine zulässige, aber optisch andere Maske – kann mir das Personal in Geschäften oder im ÖPNV trotzdem den Zutritt verwehren?",Maskenpflicht,
"Mein Sohn ist 12 Jahre alt, reicht also eine normale Mund-Nasen-Bedeckung und er wurde trotzdem im Geschäft abgewiesen – geht das?",Maskenpflicht,Kinder
"Ich habe eine FFP3-Maske mit Ventil, die noch besser schützt wie FFP2 – warum ist die nicht zulässig?",Maskenpflicht,
"Was konkret zählt alles zum ÖPNV – auch die Haltestellen, Bahnhöfe etc.?",Maskenpflicht,
Muss man auch auf den Parkplätzen der Geschäfte die medizinischen Masken tragen?,Maskenpflicht,
Muss ich jetzt auch im Büro beziehungsweise in meinem Dienstgebäude oder in meiner Betriebsstätte diese Maskenform tragen?,Maskenpflicht,Arbeit
Müssen auch kleinere Kinder oder Babys eine Mund-Nasen-Bedeckung tragen? Wo ist die Altersgrenze?,Maskenpflicht,
Bei welchem Personenkreis kann von der Pflicht zur Mund-Nasen-Bedeckung aus gesundheitlichen Gründen abgesehen werden?,Maskenpflicht,
"Ich habe einen Schwerbehindertenausweis – dann muss ich also keine Maske tragen, oder?",Maskenpflicht,
